W. Kevin Wilkinson	books/aw/kimL89/FishmanABCCDHHKLLMNRSW89
Won Kim	books/aw/kimL89/KimBCGW89
Nat Ballou	books/aw/kimL89/KimBCGW89
Hong-Tai Chou	books/aw/kimL89/KimBCGW89
Jorge F. Garza	books/aw/kimL89/KimBCGW89
Darrell Woelk	books/aw/kimL89/KimBCGW89
Won Kim	books/aw/kimL89/KimKD89
Kyung-Chang Kim	books/aw/kimL89/KimKD89
Alfred G. Dale	books/aw/kimL89/KimKD89
Roger King	books/aw/kimL89/King89
David Maier	books/aw/kimL89/Maier89
Fred Mellender	books/aw/kimL89/MellenderRS89
Steve Riegel	books/aw/kimL89/MellenderRS89
Andrew Straw	books/aw/kimL89/MellenderRS89
David A. Moon	books/aw/kimL89/Moon89
J. Eliot B. Moss	books/aw/kimL89/Moss89
Oscar Nierstrasz	books/aw/kimL89/Nierstrasz89
Oscar Nierstrasz	books/aw/kimL89/NierstraszT89
Dennis Tsichritzis	books/aw/kimL89/NierstraszT89
David M. Russinoff	books/aw/kimL89/Russinoff89
Andrea H. Skarra	books/aw/kimL89/SkarraZ89
Stanley B. Zdonik	books/aw/kimL89/SkarraZ89
Lynn Andrea Stein	books/aw/kimL89/SteinLU89
Henry Lieberman	books/aw/kimL89/SteinLU89
David Ungar	books/aw/kimL89/SteinLU89
Mark A. Tarlton	books/aw/kimL89/TarltonT89
P. Nong Tarlton	books/aw/kimL89/TarltonT89
Chris Tomlinson	books/aw/kimL89/TomlinsonS89
Mark Scheevel	books/aw/kimL89/TomlinsonS89
Dennis Tsichritzis	books/aw/kimL89/TsichritzisN89
Oscar Nierstrasz	books/aw/kimL89/TsichritzisN89
Yair Wand	books/aw/kimL89/Wand89
Stephen P. Weiser	books/aw/kimL89/WeiserL89
Frederick H. Lochovsky	books/aw/kimL89/WeiserL89
Lawrence A. Rowe	books/aw/stonebraker86/RoweS86
Michael Stonebraker	books/aw/stonebraker86/RoweS86
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86a
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86b
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86c
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86d
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86e
Michael Stonebraker	books/aw/stonebraker86/Stonebraker86f
Donald E. Knuth	books/aw/Knuth86a
Serge Abiteboul	books/aw/AbiteboulHV95
Richard Hull	books/aw/AbiteboulHV95
Victor Vianu	books/aw/AbiteboulHV95
Leslie Lamport	books/aw/Lamport86
Alfred V. Aho	books/aw/AhoHU74
John E. Hopcroft	books/aw/AhoHU74
Jeffrey D. Ullman	books/aw/AhoHU74
Leslie Lamport	books/aw/Lamport2002
Alfred V. Aho	books/aw/AhoHU83
John E. Hopcroft	books/aw/AhoHU83
Jeffrey D. Ullman	books/aw/AhoHU83
Philip M. Lewis	books/aw/LewisBK01
Arthur J. Bernstein	books/aw/LewisBK01
Michael Kifer	books/aw/LewisBK01
Alfred V. Aho	books/aw/AhoKW88
Brian W. Kernighan	books/aw/AhoKW88
Peter J. Weinberger	books/aw/AhoKW88
Tim Lindholm	books/aw/LindholmY97
Frank Yellin	books/aw/LindholmY97
Alfred V. Aho	books/aw/AhoSU86
Ravi Sethi	books/aw/AhoSU86
Jeffrey D. Ullman	books/aw/AhoSU86
Robert Sedgewick	books/aw/Sedgewick83
Ken Arnold	books/aw/ArnoldG96
James Gosling	books/aw/ArnoldG96
Robert Sedgewick	books/aw/Sedgewick88
Ken Arnold	books/aw/ArnoldG99
James Gosling	books/aw/ArnoldG99
Abraham Silberschatz	books/aw/SilberschatzG94
Peter Galvin	books/aw/SilberschatzG94
Ken Arnold	books/aw/ArnoldGH00
James Gosling	books/aw/ArnoldGH00
David Holmes	books/aw/ArnoldGH00
Donald E. Knuth	books/aw/Knuth86
Ricardo A. Baeza-Yates	books/aw/Baeza-YatesR99
Berthier A. Ribeiro-Neto	books/aw/Baeza-YatesR99
John F. Sowa	books/aw/Sowa84
Philip A. Bernstein	books/aw/BernsteinHG87
Vassos Hadzilacos	books/aw/BernsteinHG87
Nathan Goodman	books/aw/BernsteinHG87
Diomidis Spinellis	books/aw/Spinellis03
Elisa Bertino	books/aw/BertinoCZ2001
Barbara Catania	books/aw/BertinoCZ2001
Gian Piero Zarri	books/aw/BertinoCZ2001
Lincoln Stein	books/aw/Stein95
Elisa Bertino	books/aw/BertinoM93
Lorenzo Martino	books/aw/BertinoM93
W. Richard Stevens	books/aw/Stevens92
Ivan Bratko	books/aw/Bratko90
W. Richard Stevens	books/aw/Stevens94
Silvana Castano	books/aw/CastanoFMS95
Maria Grazia Fugini	books/aw/CastanoFMS95
Giancarlo Martella	books/aw/CastanoFMS95
Pierangela Samarati	books/aw/CastanoFMS95
W. Richard Stevens	books/aw/Stevens96
R. G. G. Cattell	books/aw/Cattell91
R. G. G. Cattell	books/aw/Cattell94
Bjarne Stroustrup	books/aw/Stroustrup86
Stefano Ceri	books/aw/CeriF97
Piero Fraternali	books/aw/CeriF97
Bjarne Stroustrup	books/aw/Stroustrup91
Patrick Chan	books/aw/Chan99
Pang-Ning Tan	books/aw/TanSK2005
Michael Steinbach	books/aw/TanSK2005
Vipin Kumar	books/aw/TanSK2005
Patrick Chan	books/aw/ChanL97
Rosanna Lee	books/aw/ChanL97
Gottfried Vossen	books/aw/Vossen90
Patrick Chan	books/aw/ChanL98
Rosanna Lee	books/aw/ChanL98
Gottfried Vossen	books/aw/Vossen94
Patrick Chan	books/aw/ChanLK98
Rosanna Lee	books/aw/ChanLK98
Douglas Kramer	books/aw/ChanLK98
Gottfried Vossen	books/aw/VossenW90
Kurt-Ulrich Witt	books/aw/VossenW90
Patrick Chan	books/aw/ChanLK99
Rosanna Lee	books/aw/ChanLK99
Douglas Kramer	books/aw/ChanLK99
Andreas S. Weigend	books/aw/WeigendG94
Neil A. Gerschenfeld	books/aw/WeigendG94
E. F. Codd	books/aw/Codd90
Steve Wilson	books/aw/WilsonK00
Jeff Kesselman	books/aw/WilsonK00
James Coplien	books/aw/Coplien92
Subrata Kumar Das	books/aw/Das92
Michael Wolfe	books/aw/Wolfe96
C. J. Date	books/aw/Date75
Gary R. Wright	books/aw/WrightS95
W. Richard Stevens	books/aw/WrightS95
C. J. Date	books/aw/Date77
George Kingsley Zipf	books/aw/Zipf49
C. J. Date	books/aw/Date81
C. J. Date	books/aw/Date83
C. J. Date	books/aw/Date84
C. J. Date	books/aw/Date86
C. J. Date	books/aw/Date90
C. J. Date	books/aw/Date95
C. J. Date	books/aw/DateD92
Hugh Darwen	books/aw/DateD92
C. J. Date	books/aw/DateD93
Hugh Darwen	books/aw/DateD93
C. J. Date	books/aw/DateD97
Hugh Darwen	books/aw/DateD97
C. J. Date	books/aw/DateW88
Colin J. White	books/aw/DateW88
C. J. Date	books/aw/DateW90
Colin J. White	books/aw/DateW90
Dorothy E. Denning	books/aw/Denning82
Margaret A. Ellis	books/aw/EllisS90
Bjarne Stroustrup	books/aw/EllisS90
A. J. Field	books/aw/FieldH88
Peter G. Harrison	books/aw/FieldH88
Georges Gardarin	books/aw/GardarinV89
Patrick Valduriez	books/aw/GardarinV89
Gerald Gazdar	books/aw/GazdarM89
Chris Mellish	books/aw/GazdarM89
David E. Goldberg	books/aw/Goldberg89
Adele Goldberg	books/aw/GoldbergR83
David Robson	books/aw/GoldbergR83
James Gosling	books/aw/GoslingJS96
William N. Joy	books/aw/GoslingJS96
Guy L. Steele Jr.	books/aw/GoslingJS96
David R. Hanson	books/aw/Hanson1995
Christopher W. Fraser	books/aw/Hanson1995
Andreas Heuer	books/aw/Heuer92
Andreas Heuer	books/aw/Heuer97
John E. Hopcroft	books/aw/HopcroftU79
Jeffrey D. Ullman	books/aw/HopcroftU79
Joseph JáJá	books/aw/JaJa92
Peter Jackson	books/aw/Jackson86
Peter Jackson	books/aw/Jackson90
Peter Jackson	books/aw/Jackson99
Brian W. Kernighan	books/aw/KernighanP99
Rob Pike	books/aw/KernighanP99
Donald E. Knuth	books/aw/Knuth68
Donald E. Knuth	books/aw/Knuth69
Donald E. Knuth	books/aw/Knuth73
Donald E. Knuth	books/aw/Knuth73a
Donald E. Knuth	books/aw/Knuth81
Stanley B. Lippman	books/aw/Lippman96
David G. Luenberger	books/aw/Luenberger73
Heikki Mannila	books/aw/MannilaR92
Kari-Jouko Räihä	books/aw/MannilaR92
John K. Ousterhout	books/aw/Ousterhout94
Marinus J. Plasmeijer	books/aw/PlasmeijerE93
Marko C. J. D. van Eekelen	books/aw/PlasmeijerE93
Michael Rabinovich	books/aw/RabinovichS01
Oliver Spatscheck	books/aw/RabinovichS01
Erhard Rahm	books/aw/Rahm94
Peter Ross	books/aw/Ross89
Gerard Salton	books/aw/Salton89
Hanan Samet	books/aw/Samet90
Marianne Baudinet	books/bc/tanselCGSS93/BaudinetCW93
Jan Chomicki	books/bc/tanselCGSS93/BaudinetCW93
Pierre Wolper	books/bc/tanselCGSS93/BaudinetCW93
James Clifford	books/bc/tanselCGSS93/CliffordC93
Albert Croker	books/bc/tanselCGSS93/CliffordC93
James Clifford	books/bc/tanselCGSS93/CliffordCT93
Albert Croker	books/bc/tanselCGSS93/CliffordCT93
Alexander Tuzhilin	books/bc/tanselCGSS93/CliffordCT93
Ramez Elmasri	books/bc/tanselCGSS93/ElmasriWK93
Gene T. J. Wuu	books/bc/tanselCGSS93/ElmasriWK93
Vram Kouramajian	books/bc/tanselCGSS93/ElmasriWK93
Ramez Elmasri	books/bc/tanselCGSS93/ElmasriWK93a
Gene T. J. Wuu	books/bc/tanselCGSS93/ElmasriWK93a
Vram Kouramajian	books/bc/tanselCGSS93/ElmasriWK93a
Shashi K. Gadia	books/bc/tanselCGSS93/Gadia93
Shashi K. Gadia	books/bc/tanselCGSS93/GadiaN93
Sunil S. Nair	books/bc/tanselCGSS93/GadiaN93
Seymour Ginsburg	books/bc/tanselCGSS93/Ginsburg93
Christian S. Jensen	books/bc/tanselCGSS93/JensenM93
Leo Mark	books/bc/tanselCGSS93/JensenM93
Curtis P. Kolovson	books/bc/tanselCGSS93/Kolovson93
T. Y. Cliff Leung	books/bc/tanselCGSS93/LeungM93
Richard R. Muntz	books/bc/tanselCGSS93/LeungM93
David B. Lomet	books/bc/tanselCGSS93/LometS93
Betty Salzberg	books/bc/tanselCGSS93/LometS93
Nikos A. Lorentzos	books/bc/tanselCGSS93/Lorentzos93
Angelo Montanari	books/bc/tanselCGSS93/MontanariP93
Barbara Pernici	books/bc/tanselCGSS93/MontanariP93
Shamkant B. Navathe	books/bc/tanselCGSS93/NavatheA93
Rafi Ahmed	books/bc/tanselCGSS93/NavatheA93
Nandlal L. Sarda	books/bc/tanselCGSS93/Sadra93
Arie Segev	books/bc/tanselCGSS93/Segev93
Arie Segev	books/bc/tanselCGSS93/SegevS93
Arie Shoshani	books/bc/tanselCGSS93/SegevS93
Richard T. Snodgrass	books/bc/tanselCGSS93/Snodgrass93
Abdullah Uz Tansel	books/bc/tanselCGSS93/Tansel93
Alexander Tuzhilin	books/bc/tanselCGSS93/Tuzhilin93
Gio Wiederhold	books/bc/tanselCGSS93/WiederholdJL93
Sushil Jajodia	books/bc/tanselCGSS93/WiederholdJL93
Witold Litwin	books/bc/tanselCGSS93/WiederholdJL93
Gene T. J. Wuu	books/bc/tanselCGSS93/WuuD93
Umeshwar Dayal	books/bc/tanselCGSS93/WuuD93
Paolo Atzeni	books/bc/AtzeniA93
Valeria De Antonellis	books/bc/AtzeniA93
Carlo Batini	books/bc/BatiniCN92
Stefano Ceri	books/bc/BatiniCN92
Shamkant B. Navathe	books/bc/BatiniCN92
Grady Booch	books/bc/Booch90
Ramez Elmasri	books/bc/ElmasriN89
Shamkant B. Navathe	books/bc/ElmasriN89
Ramez Elmasri	books/bc/ElmasriN94
Shamkant B. Navathe	books/bc/ElmasriN94
Charles N. Fischer	books/bc/FischerL1991
Richard J. LeBlanc	books/bc/FischerL1991
Vipin Kumar	books/bc/KumarGGK94
Ananth Grama	books/bc/KumarGGK94
Anshul Gupta	books/bc/KumarGGK94
George Karypis	books/bc/KumarGGK94
David Maier	books/bc/MaierW88
David Scott Warren	books/bc/MaierW88
Jürgen Albert	books/bi/AlbertO1983
Thomas Ottmann	books/bi/AlbertO1983
Wolfgang Everling	books/bi/Everling1990
Wolfgang Everling	books/bi/Everling1993
Dieter W. Fellner	books/bi/Fellner1988
Dieter W. Fellner	books/bi/Fellner1992
Joachim Hertzberg	books/bi/Hertzberg1989
Patrick Horster	books/bi/Horster1985
Peter Kandzia	books/bi/KandziaK1993
Hans-Joachim Klein	books/bi/KandziaK1993
Franz-Joachim Kauffels	books/bi/Kauffels1987
Daniel A. Keim	books/bi/KeimP1992
Edy S. Prawirohardjo	books/bi/KeimP1992
Udo Kelter	books/bi/Kelter1985
Otto Mayer	books/bi/Maier1986
Michael Mock	books/bi/Mock1990
Thomas Ottmann	books/bi/OttmannW1990
Peter Widmayer	books/bi/OttmannW1990
Thomas Ottmann	books/bi/OttmannW1993
Peter Widmayer	books/bi/OttmannW1993
Peter Schefe	books/bi/Schefe1986
Ralf Schneider	books/bi/Schneider1993
Uwe Schöning	books/bi/Schoning1987
Uwe Schöning	books/bi/Schoning1989
Uwe Schöning	books/bi/Schoning1992
Franz Stetter	books/bi/Stetter1984
Franz Stetter	books/bi/Stetter1987
Heinz Waller	books/bi/WallerH1985
Peter Hilgers	books/bi/WallerH1985
Hartmut Wedekind	books/bi/Wedekind1992
Hartmut Wedekind	books/bi/WedekindH1974
Theo Härder	books/bi/WedekindH1974
Hartmut Wedekind	books/bi/WedekindH1976
Theo Härder	books/bi/WedekindH1976
Hartmut Wedekind	books/bi/WedekindH1981
Theo Härder	books/bi/WedekindH1981
Hartmut Wedekind	books/bi/WedekindH1991
Theo Härder	books/bi/WedekindH1991
Hans P. Zima	books/bi/Zima1982
Hans P. Zima	books/bi/Zima1983
Hans P. Zima	books/bi/Zima1986
Hans P. Zima	books/bi/Zima1988
C. J. van Rijsbergen	books/bu/Rijsbergen79
C. Robert Morgan	books/bu/Morgan1998
Richard A. Frost	books/collins/Frost86
Sanjeev Kumar Aggarwal	books/crc/CRCcompiler2002/AggarwalK02
M. Sarath Kumar	books/crc/CRCcompiler2002/AggarwalK02
Vicki H. Allan	books/crc/CRCcompiler2002/AllanA02
Stephen J. Allan	books/crc/CRCcompiler2002/AllanA02
Alok N. Choudhary	books/crc/CRCcompiler2002/ChoudharyK02
Mahmut T. Kandemir	books/crc/CRCcompiler2002/ChoudharyK02
Evelyn Duesterwald	books/crc/CRCcompiler2002/Duesterwald02
K. Gopinath	books/crc/CRCcompiler2002/Gopinath02
Ramaswamy Govindarajan	books/crc/CRCcompiler2002/Govindarajan02
Rajiv Gupta	books/crc/CRCcompiler2002/GuptaG02
Neelam Gupta	books/crc/CRCcompiler2002/GuptaG02
Rajiv Gupta	books/crc/CRCcompiler2002/GuptaMZ02
Eduard Mehofer	books/crc/CRCcompiler2002/GuptaMZ02
Youtao Zhang	books/crc/CRCcompiler2002/GuptaMZ02
Uday P. Khedker	books/crc/CRCcompiler2002/Khedker02
Andreas Krall	books/crc/CRCcompiler2002/KrallH02
R. Nigel Horspool	books/crc/CRCcompiler2002/KrallH02
G. B. Mund	books/crc/CRCcompiler2002/MundGM02
Diganta Goswami	books/crc/CRCcompiler2002/MundGM02
Rajib Mall	books/crc/CRCcompiler2002/MundGM02
Vineeth Kumar Paleri	books/crc/CRCcompiler2002/Paleri02
Sanjiva Prasad	books/crc/CRCcompiler2002/PrasadA02
S. Arun-Kumar	books/crc/CRCcompiler2002/PrasadA02
Wei Qin	books/crc/CRCcompiler2002/QinM02
Sharad Malik	books/crc/CRCcompiler2002/QinM02
Subramanian Rajagopalan	books/crc/CRCcompiler2002/RajagopalanM02
Sharad Malik	books/crc/CRCcompiler2002/RajagopalanM02
Sanjay V. Rajopadhye	books/crc/CRCcompiler2002/Rajopadhye02
J. Ramanujam	books/crc/CRCcompiler2002/Ramanujam02
Priti Shankar	books/crc/CRCcompiler2002/Shankar02
Y. N. Srikant	books/crc/CRCcompiler2002/Srikant02
Ramesh Subrahmanyam	books/crc/CRCcompiler2002/Subrahmanyam02
R. Venugopal	books/crc/CRCcompiler2002/VenugopalK02
Ravindra B. Keskar	books/crc/CRCcompiler2002/VenugopalK02
Reinhard Wilhelm	books/crc/CRCcompiler2002/WilhelmRS02
Thomas W. Reps	books/crc/CRCcompiler2002/WilhelmRS02
Shmuel Sagiv	books/crc/CRCcompiler2002/WilhelmRS02
Jakob Axelsson	books/crc/IIR2005/AxelssonFHNSV05
Joakim Fröberg	books/crc/IIR2005/AxelssonFHNSV05
Hans Hansson	books/crc/IIR2005/AxelssonFHNSV05
Christer Norström	books/crc/IIR2005/AxelssonFHNSV05
Kristian Sandström	books/crc/IIR2005/AxelssonFHNSV05
Björn Villing	books/crc/IIR2005/AxelssonFHNSV05
Dietmar Loy	books/crc/IIR2005/Loy05
Marcos Ribeiro Pereira Barretto	books/crc/IIR2005/BarrettoBP05
Paulo Marcelo Porto Alves Blanco	books/crc/IIR2005/BarrettoBP05
Marco Antonio Poli	books/crc/IIR2005/BarrettoBP05
Paulo Pedreiras	books/crc/IIR2005/PedreirasAF05
Luís Almeida	books/crc/IIR2005/PedreirasAF05
José Alberto Fonseca	books/crc/IIR2005/PedreirasAF05
Marcos Ribeiro Pereira Barretto	books/crc/IIR2005/BarrettoBP05a
Paulo Marcelo Porto Alves Blanco	books/crc/IIR2005/BarrettoBP05a
Marco Antonio Poli	books/crc/IIR2005/BarrettoBP05a
Walter T. Penzhorn	books/crc/IIR2005/PenzhornA05
Johann Amsenga	books/crc/IIR2005/PenzhornA05
Lucia Lo Bello	books/crc/IIR2005/BelloP05
Enzo Palumbo	books/crc/IIR2005/BelloP05
Jörn Peschke	books/crc/IIR2005/PeschkeL05
Arndt Lüder	books/crc/IIR2005/PeschkeL05
Ivan Cibrario Bertolotti	books/crc/IIR2005/Bertolotti05
Andreas Polze	books/crc/IIR2005/Polze05
Davide Bertozzi	books/crc/IIR2005/BertozziBM05
Luca Benini	books/crc/IIR2005/BertozziBM05
Giovanni De Micheli	books/crc/IIR2005/BertozziBM05
Manfred Popp	books/crc/IIR2005/PoppFB05
Joachim Feld	books/crc/IIR2005/PoppFB05
Ralph Büsgen	books/crc/IIR2005/PoppFB05
Carsten Beuthel	books/crc/IIR2005/BeuthelGT05
Paul George	books/crc/IIR2005/BeuthelGT05
Ulrich Topp	books/crc/IIR2005/BeuthelGT05
Joo-Ho Lee	books/crc/IIR2005/LeeMH05
Kazuyuki Morioka	books/crc/IIR2005/LeeMH05
Hideki Hashimoto	books/crc/IIR2005/LeeMH05
Jan Blumenthal	books/crc/IIR2005/BlumenthalGHH05
Frank Golatowski	books/crc/IIR2005/BlumenthalGHH05
Marc Haase	books/crc/IIR2005/BlumenthalGHH05
Matthias Handy	books/crc/IIR2005/BlumenthalGHH05
Jiang B. Liu	books/crc/IIR2005/Liu05
Robert W. Brennan	books/crc/IIR2005/BrennancGKNL05
James H. Christensen	books/crc/IIR2005/BrennancGKNL05
William A. Gruver	books/crc/IIR2005/BrennancGKNL05
Dilip B. Kotak	books/crc/IIR2005/BrennancGKNL05
Douglas H. Norrie	books/crc/IIR2005/BrennancGKNL05
Edwin H. van Leeuwen	books/crc/IIR2005/BrennancGKNL05
Paulo Portugal	books/crc/IIR2005/PortugalC05
Adriano Carvalho	books/crc/IIR2005/PortugalC05
Martin Buchwitz	books/crc/IIR2005/Buchwitz05
Frank Pospiech	books/crc/IIR2005/Pospiech05
Luca P. Carloni	books/crc/IIR2005/CarloniBSS05
Fernando De Bernardinis	books/crc/IIR2005/CarloniBSS05
Alberto L. Sangiovanni-Vincentelli	books/crc/IIR2005/CarloniBSS05
Marco Sgroi	books/crc/IIR2005/CarloniBSS05
Wolfgang Radinger	books/crc/IIR2005/RadingerJ05
Martin Jandl	books/crc/IIR2005/RadingerJ05
Salvatore Cavalieri	books/crc/IIR2005/Cavalieri05
José Ruela	books/crc/IIR2005/RuelaR05
Manuel Ricardo	books/crc/IIR2005/RuelaR05
Gianluca Cena	books/crc/IIR2005/CenaV05
Adriano Valenzano	books/crc/IIR2005/CenaV05
R. Andrew Russell	books/crc/IIR2005/Russell05
Wander O. Cesário	books/crc/IIR2005/CesarioWJ05
Flávio Rech Wagner	books/crc/IIR2005/CesarioWJ05
Ahmed Amine Jerraya	books/crc/IIR2005/CesarioWJ05
R. Andrew Russell	books/crc/IIR2005/Russell05a
Suvendi Chinnappen	books/crc/IIR2005/Chinnappen05
Henning Sanneck	books/crc/IIR2005/Sanneck05
Armando W. Colombo	books/crc/IIR2005/ColomboSN05
Ronald Schoop	books/crc/IIR2005/ColomboSN05
Ralf Neubert	books/crc/IIR2005/ColomboSN05
Thilo Sauter	books/crc/IIR2005/Sauter05
Jean-Dominique Decotignie	books/crc/IIR2005/Decotignie05
Günter Schäfer	books/crc/IIR2005/Schafer05
Jean-Dominique Decotignie	books/crc/IIR2005/Decotignie05a
Michael Scholles	books/crc/IIR2005/SchollesSN05
Uwe Schelinski	books/crc/IIR2005/SchollesSN05
Petra Nauber	books/crc/IIR2005/SchollesSN05
Eric Dekneuvel	books/crc/IIR2005/Dekneuvel05
Christian Schwaiger	books/crc/IIR2005/Schwaiger05
Christian Diedrich	books/crc/IIR2005/Diedrich05
Karlheinz Schwarz	books/crc/IIR2005/Schwarz05
Arjan Durresi	books/crc/IIR2005/DurresiJ05
Raj Jain	books/crc/IIR2005/DurresiJ05
Karlheinz Schwarz	books/crc/IIR2005/Schwarz05a
Klaus-Peter Eckert	books/crc/IIR2005/Eckert05
Michael Seyfarth	books/crc/IIR2005/SeyfarthK05
Andreas Kahmen	books/crc/IIR2005/SeyfarthK05
Klaus-Peter Eckert	books/crc/IIR2005/Eckert05a
Dorgham Sisalem	books/crc/IIR2005/SisalemW05
Adam Wolisz	books/crc/IIR2005/SisalemW05
