books/bi/Zima1986	book	Betriebssysteme: Parallele Prozesse, 3. Auflage		1986	Bibliographisches Institut
books/bi/Zima1988	book	Compilerbau I: Analyse, 2. Auflage		1988	Bibliographisches Institut
books/bu/Rijsbergen79	book	Information Retrieval.		1979	Butterworth
books/bu/Morgan1998	book	Building an Optimizing Compiler.		1998	Butterworth
books/collins/Frost86	book	Introduction to Knowledge Base Systems		1986	Collins
books/crc/CRCcompiler2002/AggarwalK02	incollection	Debuggers for Programming Languages.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/AllanA02	incollection	Software Pipelining.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/ChoudharyK02	incollection	Compilation for Distributed Memory Architectures.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Duesterwald02	incollection	Dynamic Compilation.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Gopinath02	incollection	Register Allocation.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Govindarajan02	incollection	Instruction Scheduling.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/GuptaG02	incollection	Data Flow Testing.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/GuptaMZ02	incollection	Profile-Guided Compiler Optimizations.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Khedker02	incollection	Data Flow Analysis.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/KrallH02	incollection	Optimizations for Object-Oriented Languages.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/MundGM02	incollection	Program Slicing.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Paleri02	incollection	Automatic Generation of Code Optimizers from Formal Specifications.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/PrasadA02	incollection	Introduction to Operational Semantics.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/QinM02	incollection	Architecture Description Languages for Retargetable Compilation.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/RajagopalanM02	incollection	Retargetable Very Long Instuction Word Compiler Framework for Digital Signal Processors.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Rajopadhye02	incollection	Dependence Analysis and Parallelizing Transformations.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Ramanujam02	incollection	Automatic Data Distribution.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Shankar02	incollection	Instruction Selection Using Tree Parsing.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Srikant02	incollection	Scalar Compiler Optimizations on the Static Single Assignment Form and the Flow Graph.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/Subrahmanyam02	incollection	Type Systems in Programming Languages.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/VenugopalK02	incollection	Compiling Safe Mobile Code.	The Compiler Design Handbook	2002	
books/crc/CRCcompiler2002/WilhelmRS02	incollection	Shape Analysis and Applications.	The Compiler Design Handbook	2002	
books/crc/IIR2005/AxelssonFHNSV05	incollection	A Comparative Case Study of Distributed Network Architectures for Different Automotive Applications.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/Loy05	incollection	LonWorks/EIA-709 Networks EIA 709 Protocol (Lon Talk).	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/BarrettoBP05	incollection	Distributed Components in Microsoft Platforms - Technology Overview.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/PedreirasAF05	incollection	The Quest for Real-Time Behavior in Ethernet.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/BarrettoBP05a	incollection	CORBA in Manufacturing - Technology Overview.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/PenzhornA05	incollection	IPv6, IPSec, and VPNs.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/BelloP05	incollection	Overview and Classification of IP Routing Protocols - IP Routing: Interior and Exterior Routing Protocols.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/PeschkeL05	incollection	Java Technology and Industrial Applications.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/Bertolotti05	incollection	Internal Architecture and Features of Real-Time Embedded Operation Systems.	The Industrial Information Technology Handbook	2005	
books/crc/IIR2005/Polze05	incollection	Middleware.	The Industrial Information Technology Handbook	2005	
